,Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Postal_Code,Region,Product_ID,Category,SubCat,Product_Name,Sales,Quantity,Discount,Profit
972,973,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Customer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312
973,974,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Customer,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3,0.2,10.1493
974,975,US-2017-103247,2017-10-05,2017-10-08,Second Class,PO-19195,Phillina Ober,Home Office,New York City,New York,10011,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7,0.0,3.2186
975,976,US-2017-103247,2017-10-05,2017-10-08,Second Class,PO-19195,Phillina Ober,Home Office,New York City,New York,10011,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798
976,977,US-2017-100209,2017-07-09,2017-07-15,Standard Class,TD-20995,Tamara Dahlen,Customer,Portland,Oregon,97206,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.792
977,978,CA-2017-159366,2017-01-07,2017-01-10,First Class,BW-11110,Bart Watters,Corporate,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.9960000000001
978,979,CA-2016-145499,2016-05-30,2016-05-31,First Class,RW-19690,Robert Waldorf,Customer,Wilmington,North Carolina,28403,South,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256
979,980,CA-2015-157035,2015-12-09,2015-12-12,First Class,KB-16600,Ken Brennan,Corporate,Columbus,Indiana,47201,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3,0.0,16.6698
980,981,CA-2016-144939,2016-10-03,2016-10-08,Standard Class,EB-13870,Emily Burns,Customer,New York City,New York,10035,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.2919999999999,6,0.1,93.2232
981,982,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Customer,Louisville,Colorado,80027,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,1,0.2,0.8056
982,983,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Customer,Louisville,Colorado,80027,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2,0.2,55.9984
983,984,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Customer,Louisville,Colorado,80027,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,5,0.2,75.49
984,985,CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,Ann Steele,Home Office,Pasadena,Texas,77506,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.968,2,0.2,2.5896
985,986,CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,Ann Steele,Home Office,Pasadena,Texas,77506,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968000000000004,4,0.2,9.4392
986,987,CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,Ann Steele,Home Office,Pasadena,Texas,77506,Central,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,3,0.4,44.868
987,988,CA-2015-146829,2015-03-10,2015-03-10,Same Day,TS-21340,Toby Swindell,Customer,Houston,Texas,77041,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,0.8,-1.8904
988,989,CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,John Grady,Corporate,Auburn,New York,13021,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0.0,72.807
989,990,CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,John Grady,Corporate,Auburn,New York,13021,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,0.0,5.2113
990,991,CA-2015-153549,2015-03-29,2015-03-31,Second Class,SL-20155,Sara Luxemburg,Home Office,Jacksonville,Florida,32216,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785
991,992,CA-2016-110023,2016-09-09,2016-09-11,First Class,TS-21610,Troy Staebel,Customer,New York City,New York,10024,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484
992,993,CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,Customer,San Jose,California,95123,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,0.0,4.9104
993,994,CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,Customer,San Jose,California,95123,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,5,0.0,69.705
994,995,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,Virginia Beach,Virginia,23464,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,0.0,1276.4871
995,996,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,Virginia Beach,Virginia,23464,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,3,0.0,173.0316
996,997,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Customer,Henderson,Kentucky,42420,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,1,0.0,4.9082
997,998,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Customer,Henderson,Kentucky,42420,South,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.8901
998,999,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Customer,Henderson,Kentucky,42420,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0.0,9.158
999,1000,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Customer,Henderson,Kentucky,42420,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129
1000,1001,CA-2016-155488,2016-11-13,2016-11-17,Standard Class,FM-14290,Frank Merwin,Home Office,Vancouver,Washington,98661,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,0.0,11.4452
1001,1002,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,Customer,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0.0,762.1845
1002,1003,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,Customer,New York City,New York,10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752
1003,1004,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,Customer,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,3,0.0,9.3312
1004,1005,CA-2015-126445,2015-08-27,2015-08-31,Standard Class,RA-19945,Ryan Akin,Customer,Murrieta,California,92563,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3,0.0,92.0835
1005,1006,CA-2015-111199,2015-11-13,2015-11-17,Standard Class,JK-15730,Joe Kamberova,Customer,Jacksonville,North Carolina,28540,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296,3,0.2,40.3536
1006,1007,CA-2015-105312,2015-11-06,2015-11-09,First Class,MT-17815,Meg Tillman,Customer,Scottsdale,Arizona,85254,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478
1007,1008,CA-2015-105312,2015-11-06,2015-11-09,First Class,MT-17815,Meg Tillman,Customer,Scottsdale,Arizona,85254,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,3,0.7,-3.5208
1008,1009,US-2017-106705,2017-12-26,2018-01-01,Standard Class,PO-18850,Patrick O'Brill,Customer,Burlington,Iowa,52601,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0.0,20.585
1009,1010,CA-2017-135034,2017-08-01,2017-08-03,First Class,AT-10735,Annie Thurman,Customer,Chicago,Illinois,60653,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999
1010,1011,CA-2014-158540,2014-11-24,2014-11-26,First Class,VG-21790,Vivek Gonzalez,Customer,San Diego,California,92037,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0.0,27.3096
1011,1012,CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,Philip Fox,Customer,Olympia,Washington,98502,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0.0,46.575
1012,1013,CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,Philip Fox,Customer,Olympia,Washington,98502,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,1,0.0,4.0687
1013,1014,US-2015-126214,2015-12-21,2015-12-24,Second Class,JS-15880,John Stevenson,Customer,Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.0,356.0414
1014,1015,US-2015-126214,2015-12-21,2015-12-24,Second Class,JS-15880,John Stevenson,Customer,Seattle,Washington,98103,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852
1015,1016,CA-2015-133025,2015-09-17,2015-09-19,Second Class,MO-17800,Meg O'Connel,Home Office,Los Angeles,California,90036,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,5,0.0,15.552
1016,1017,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008
1017,1018,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0.0,63.8862
1018,1019,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,10011,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0.0,2.499
1019,1020,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,0.0,156.429
1020,1021,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,Greg Tran,Customer,Washington,District of Columbia,20016,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3,0.0,8.8686
1021,1022,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,Greg Tran,Customer,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0.0,316.8825
1022,1023,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,Greg Tran,Customer,Washington,District of Columbia,20016,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0.0,648.5624
1023,1024,CA-2015-167269,2015-06-16,2015-06-20,Standard Class,PB-19150,Philip Brown,Customer,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.207999999999999,2,0.2,2.1728
1024,1025,CA-2017-106964,2017-12-17,2017-12-20,First Class,HR-14770,Hallie Redmond,Home Office,Los Angeles,California,90045,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804
1025,1026,CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,Deanra Eno,Home Office,Springfield,Ohio,45503,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432
1026,1027,CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,Deanra Eno,Home Office,Springfield,Ohio,45503,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3,0.2,20.5764
1027,1028,CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,Deanra Eno,Home Office,Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,0.4,-9.8724
1028,1029,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,5,0.0,83.28399999999999
1029,1030,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,7601,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0.0,57.4113
1030,1031,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,7601,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,213.735
1031,1032,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,7601,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0.0,52.1262
1032,1033,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,7601,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5,0.0,7.056
1033,1034,CA-2016-109820,2016-11-20,2016-11-22,First Class,AG-10390,Allen Goldenen,Customer,Cincinnati,Ohio,45231,East,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012
1034,1035,CA-2016-109820,2016-11-20,2016-11-22,First Class,AG-10390,Allen Goldenen,Customer,Cincinnati,Ohio,45231,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.628,2,0.7,-1.9272
1035,1036,CA-2016-109820,2016-11-20,2016-11-22,First Class,AG-10390,Allen Goldenen,Customer,Cincinnati,Ohio,45231,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3,0.7,-10.5798
1036,1037,CA-2016-113061,2016-04-22,2016-04-26,Standard Class,EL-13735,Ed Ludwig,Home Office,Jefferson City,Missouri,65109,Central,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0.0,8.662
1037,1038,CA-2015-127418,2015-06-13,2015-06-14,First Class,JJ-15445,Jennifer Jackson,Customer,Los Angeles,California,90004,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734000000000002
1038,1039,CA-2017-121818,2017-11-20,2017-11-21,First Class,JH-15430,Jennifer Halladay,Customer,Burlington,North Carolina,27217,South,OFF-AR-10000203,Office Supplies,Art,Newell 336,23.968000000000004,7,0.2,2.6964
1039,1040,CA-2017-121818,2017-11-20,2017-11-21,First Class,JH-15430,Jennifer Halladay,Customer,Burlington,North Carolina,27217,South,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,28.728,3,0.2,1.7955
1040,1041,CA-2016-127670,2016-03-20,2016-03-24,Standard Class,RD-19660,Robert Dilbeck,Home Office,Saint Peters,Missouri,63376,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0.0,146.4036
1041,1042,CA-2016-102981,2016-09-06,2016-09-09,Second Class,MO-17500,Mary O'Rourke,Customer,New York City,New York,10035,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0.0,11.151
1042,1043,CA-2016-102981,2016-09-06,2016-09-09,Second Class,MO-17500,Mary O'Rourke,Customer,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294
1043,1044,CA-2017-115651,2017-07-09,2017-07-12,First Class,NS-18640,Noel Staavos,Corporate,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.9835
1044,1045,CA-2017-115651,2017-07-09,2017-07-12,First Class,NS-18640,Noel Staavos,Corporate,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,9,0.8,-146.16
1045,1046,CA-2017-152702,2017-10-12,2017-10-16,Standard Class,SN-20710,Steve Nguyen,Home Office,Rockford,Illinois,61107,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",254.604,14,0.3,-18.186
1046,1047,CA-2016-169103,2016-03-08,2016-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Customer,Miami,Florida,33142,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
1047,1048,CA-2016-169103,2016-03-08,2016-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Customer,Miami,Florida,33142,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
1048,1049,CA-2014-139192,2014-05-27,2014-06-01,Second Class,LC-16885,Lena Creighton,Customer,San Francisco,California,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113.504,12,0.2,125.2692
1049,1050,CA-2014-139192,2014-05-27,2014-06-01,Second Class,LC-16885,Lena Creighton,Customer,San Francisco,California,94109,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,0.0,37.9962
1050,1051,US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,Deirdre Greer,Corporate,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.46400000000003,2,0.2,-29.4812
1051,1052,US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,Deirdre Greer,Corporate,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.436
1052,1053,US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,Deirdre Greer,Corporate,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,9,0.2,56.5776
1053,1054,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,10009,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0.0,4.3524
1054,1055,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,10009,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0.0,22.764
1055,1056,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,10009,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911
1056,1057,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,10009,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944
1057,1058,CA-2017-167150,2017-12-10,2017-12-17,Standard Class,BP-11185,Ben Peterman,Corporate,San Diego,California,92037,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268
1058,1059,CA-2017-167150,2017-12-10,2017-12-17,Standard Class,BP-11185,Ben Peterman,Corporate,San Diego,California,92037,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2,0.2,22.9488
1059,1060,CA-2016-105284,2016-11-24,2016-12-01,Standard Class,MG-17650,Matthew Grinstein,Home Office,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.416,3,0.2,1.6008
1060,1061,US-2015-125374,2015-03-23,2015-03-29,Standard Class,JD-16060,Julia Dunbar,Customer,Houston,Texas,77095,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524
1061,1062,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,Toledo,Ohio,43615,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,0.2,4.5216
1062,1063,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,Toledo,Ohio,43615,East,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",10.415999999999999,7,0.2,-2.2134
1063,1064,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,Toledo,Ohio,43615,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,7.872000000000001,3,0.2,1.2792
1064,1065,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,Toledo,Ohio,43615,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,118.78200000000001,3,0.4,-27.7158
1065,1066,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,Toledo,Ohio,43615,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1.4480000000000002,1,0.2,0.2353
1066,1067,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,Toledo,Ohio,43615,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",55.47,5,0.7,-46.225
1067,1068,CA-2016-157686,2016-10-01,2016-10-02,First Class,BD-11620,Brian DeCherney,Customer,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.84799999999998,4,0.2,12.177999999999999
1068,1069,US-2017-139955,2017-09-28,2017-09-30,Second Class,CM-12160,Charles McCrossin,Customer,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.744,1,0.2,-0.3488
1069,1070,US-2015-150161,2015-07-25,2015-07-29,Standard Class,RB-19795,Ross Baird,Home Office,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.176,4,0.7,-18.4624
1070,1071,CA-2015-144652,2015-11-20,2015-11-26,Standard Class,SN-20560,Skye Norling,Home Office,Los Angeles,California,90008,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,19.46,7,0.0,5.0596
1071,1072,CA-2016-152814,2016-04-28,2016-05-02,Standard Class,EH-14005,Erica Hernandez,Home Office,Denver,Colorado,80219,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.471999999999998,3,0.2,9.9468
1072,1073,CA-2017-106943,2017-11-14,2017-11-19,Standard Class,FO-14305,Frank Olsen,Customer,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2,0.2,3.0239999999999996
1073,1074,CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,Maurice Satty,Customer,Mesa,Arizona,85204,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,0.7,-4.598
1074,1075,CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,Maurice Satty,Customer,Mesa,Arizona,85204,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7,0.7,-3.3488
1075,1076,CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,Maurice Satty,Customer,Mesa,Arizona,85204,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,2,0.2,1.999
1076,1077,CA-2016-161781,2016-09-29,2016-09-30,First Class,CC-12100,Chad Cunningham,Home Office,Columbus,Indiana,47201,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,0.0,10.6288
1077,1078,CA-2017-132521,2017-09-23,2017-09-25,Second Class,DW-13540,Don Weiss,Customer,Seattle,Washington,98105,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,0.0,33.5888
1078,1079,CA-2017-132521,2017-09-23,2017-09-25,Second Class,DW-13540,Don Weiss,Customer,Seattle,Washington,98105,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.4888
1079,1080,CA-2017-132521,2017-09-23,2017-09-25,Second Class,DW-13540,Don Weiss,Customer,Seattle,Washington,98105,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,0.2,2.322
1080,1081,CA-2015-110016,2015-11-29,2015-12-04,Standard Class,BT-11395,Bill Tyler,Corporate,Detroit,Michigan,48227,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,4,0.0,9.3624
1081,1082,CA-2015-110016,2015-11-29,2015-12-04,Standard Class,BT-11395,Bill Tyler,Corporate,Detroit,Michigan,48227,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0.0,121.7601
1082,1083,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,Karen Daniels,Customer,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208
1083,1084,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,Karen Daniels,Customer,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0.0,12.1348
